lat,long,cpu_min,cpu_max,cpu_avg,disk_min,disk_max,disk_avg,temp_min,temp_max,temp_avg
35.98426,137.99721,0.8074,0.3521,0.4932,0.3069,0.4429,0.2706,45.7,96.57,14.58
48.43988,23.25816,0.3481,0.5695,0.816,0.4395,0.8028,0.0712,77.85,2.61,62.36
18.8931,-97.0369,0.9001,0.6664,0.3526,0.8172,0.3937,0.8161,95.82,53.51,57.79
41.11444,19.60972,0.3609,0.4175,0.9087,0.4504,0.4606,0.4437,9.45,38,6.26
52.06302,37.40518,0.5633,0.0845,0.2861,0.6753,0.3084,0.1146,50.38,68.98,37.57
13.7317,121.1842,0.0929,0.5865,0.577,0.3796,0.6925,0.1319,63.58,82.15,94.3
24.16407,113.66502,0.5262,0.6427,0.9853,0.698,0.8681,0.3296,55.85,95.6,81.54
19.5456,-99.0697,0.3864,0.5199,0.1185,0.4161,0.9176,0.6009,91.39,7.96,53.02
25.4514,30.54635,0.2168,0.1639,0.432,0.868,0.6624,0.8007,80.36,34.02,53.03
59.3098,14.1081,0.348,0.7882,0.7584,0.3546,0.4027,0.1788,4.78,8.39,84.81
29.47708,110.16677,0.089,0.1917,0.6065,0.5442,0.699,0.5156,45.11,84.45,40.8
-0.69819,-80.09361,0.6968,0.5131,0.3298,0.3992,0.3942,0.0848,42.84,62.32,28.1
-23.07444,-44.95972,0.2047,0.0616,0.884,0.9673,0.2356,0.925,81.2,41.54,68.85
50.15594,14.18897,0.1066,0.9848,0.7231,0.7498,0.3201,0.3825,49.51,5.91,67.47
14.60611,-90.68,0.01,0.0498,0.4847,0.8,0.0332,0.2133,18.38,81.59,46.37
31.71667,35.8,0.2452,0.7047,0.3119,0.1595,0.411,0.3501,47.24,47.55,31.38
-3.0136,114.7687,0.121,0.6485,0.8802,0.6982,0.3299,0.2023,95,80.91,62.57
50.63983,21.88133,0.6331,0.8193,0.1476,0.5057,0.6032,0.0143,31.86,56.48,35.37
19.95931,56.27575,0.7556,0.0905,0.2115,0.238,0.6637,0.3565,42.45,39.61,2.59
40.6167,-8.5,0.1788,0.3686,0.3578,0.0894,0.8509,0.4148,2.41,65.92,22.31
38.42738,141.21487,0.0106,0.8727,0.4132,0.3242,0.4365,0.9053,9.28,7.38,47.36
41.35,23.86667,0.623,0.7947,0.8013,0.9884,0.1891,0.6428,75.36,93.94,41.87
27.58676,68.00103,0.4545,0.3629,0.2444,0.3154,0.0281,0.9709,30.88,15.69,96.67
41.49511,22.38359,0.1277,0.7693,0.7957,0.0541,0.0664,0.904,85.76,45.24,10.03
62.3,27.13333,0.0095,0.868,0.9117,0.3262,0.3788,0.929,90.47,15.54,21.02
13.7726,121.0259,0.2579,0.3041,0.4893,0.396,0.0971,0.1556,94.71,66.2,85.41
59.3326,18.0649,0.4681,0.7515,0.5775,0.4774,0.4469,0.3757,79.27,24.9,44.81
18.90919,-70.74499,0.127,0.6216,0.8421,0.2745,0.1129,0.8818,17.4,20.23,55.01
-9.5808,118.9951,0.5803,0.427,0.3859,0.7344,0.3521,0.5152,96,96.23,99.02
-7.4378,107.6014,0.8627,0.2327,0.4408,0.9553,0.3088,0.6849,99.59,16.24,28.25
46.82583,28.59361,0.0276,0.0339,0.8078,0.5778,0.6627,0.5955,64.2,34.62,20.62
2.45199,-76.81029,0.0106,0.5537,0.9782,0.8356,0.546,0.4102,42.19,22.6,42.38
46.5254,6.0259,0.3725,0.5451,0.567,0.4842,0.3473,0.8384,25.95,32.12,99.8
7.33978,134.47326,0.522,0.0754,0.1597,0.9079,0.0312,0.8859,76.6,59.74,36.48
17.88678,-77.59022,0.089,0.3636,0.6681,0.6711,0.6457,0.7057,58.81,85.72,63.61
38.4078,28.3881,0.7476,0.1985,0.5975,0.721,0.7514,0.0829,27.99,38.91,94.17
37.96111,77.24917,0.3372,0.3615,0.1462,0.506,0.9867,0.3571,54.03,57.13,10.95
34.26545,67.34516,0.2037,0.7047,0.5407,0.1977,0.0243,0.6523,27.42,59.54,93.02
-6.8099,111.5137,0.5395,0.843,0.9268,0.6352,0.1737,0.3946,62.84,56.83,97.05
-8.263,117.7961,0.9528,0.3864,0.6761,0.8799,0.4555,0.2183,42.62,51.62,75.84
36.1534,136.27029,0.297,0.4548,0.6702,0.7937,0.7094,0.3241,17.94,28.31,65.42
30.75438,31.44016,0.9116,0.1084,0.0884,0.9867,0.2586,0.1431,66.93,55.11,96.23
7.02806,121.92528,0.9283,0.8957,0.9031,0.0141,0.7616,0.6451,1.14,77.17,68.74
14.07063,120.76333,0.1826,0.7928,0.1608,0.4821,0.6824,0.6407,42.53,23.64,99.95
32.28082,35.89929,0.3635,0.4236,0.9308,0.0087,0.1763,0.9822,58.27,49.46,66.46
-9.6774,124.7004,0.7132,0.6,0.8732,0.6667,0.0724,0.9846,71.27,73.66,43.32
-4.0967,123.2519,0.7281,0.9696,0.1837,0.0797,0.8282,0.2573,65.15,60.5,77.17
8.2752,-73.86884,0.6578,0.0325,0.5136,0.4826,0.0461,0.8902,40.88,66.08,38.32
-5.9813,106.0193,0.1123,0.311,0.0102,0.693,0.7746,0.9692,51.4,33.06,35.65
-7.0328,111.3335,0.1178,0.5093,0.1064,0.3053,0.863,0.047,71.61,26.76,64.26
28.75417,106.82611,0.5731,0.111,0.3564,0.217,0.5889,0.2545,35.06,59.79,72.93
41.6819,42.69867,0.786,0.5768,0.7452,0.694,0.9199,0.882,83.14,79.21,30.95
50.4472,3.4308,0.3585,0.0868,0.126,0.0127,0.1685,0.5501,54.62,96.7,36.33
5.9765,116.1158,0.3441,0.7269,0.1173,0.6371,0.4738,0.805,69.93,78.33,52.42
39.17037,63.61164,0.8206,0.9114,0.1307,0.2591,0.4673,0.0823,6.21,27.86,62.73
30.35904,112.18026,0.9161,0.9366,0.4859,0.7621,0.6911,0.579,83.82,70.46,12.09
38.7,-7.7833,0.1849,0.9221,0.6594,0.1184,0.9962,0.6255,38.46,32.18,37.25
25.33737,55.41206,0.5562,0.3369,0.476,0.9497,0.2369,0.5346,10.22,79.23,2.89
48.9002,2.3095,0.4127,0.864,0.7659,0.2688,0.9457,0.0492,76.89,70.93,52.06
17.5647,120.6519,0.7332,0.8102,0.796,0.5642,0.1341,0.4744,20.3,24.98,88.6
33.69768,36.37301,0.8523,0.123,0.3588,0.5017,0.801,0.1247,42.54,87.44,86.55
24.96577,113.8091,0.4317,0.0979,0.0238,0.4668,0.4549,0.451,35.32,58.14,79.19
-8.3085,114.1738,0.9971,0.8268,0.4366,0.0808,0.2199,0.8144,81.52,43.13,2.13
39.75181,93.48198,0.2154,0.0645,0.9718,0.3236,0.215,0.6734,73.95,40.73,88.44
56.53333,37.6,0.8933,0.5023,0.6797,0.9917,0.692,0.7809,93.32,23.74,29.57
53.27504,-6.23594,0.5925,0.3187,0.2889,0.5129,0.5192,0.0652,17.53,14.2,96.19
44.24832,-76.95069,0.1531,0.1399,0.8858,0.9091,0.6219,0.2491,42.35,93.31,65.06
17.6139,-101.3436,0.8513,0.1216,0.9728,0.2767,0.6925,0.3455,32.2,0.77,16.81
-31.18736,24.94991,0.884,0.5043,0.2543,0.2363,0.5549,0.8812,67.65,84.79,30.56
-15.57556,-72.13,0.9679,0.2494,0.2295,0.3108,0.9034,0.5805,16.16,90.69,49.6
27.59414,104.00478,0.2042,0.1889,0.5399,0.5986,0.07,0.7561,30.18,32.86,25.51
-8.7679,116.3735,0.3964,0.5184,0.8204,0.0351,0.1953,0.1074,28.36,61.82,56.2
49.9151,17.684,0.8873,0.7167,0.8438,0.0169,0.2,0.9603,53.06,91.04,24.7
-36.60664,-72.10344,0.0479,0.4432,0.0842,0.3072,0.3072,0.8717,21.48,73.44,5.92
0.06116,34.28823,0.1123,0.4074,0.2878,0.2693,0.1976,0.8169,10.61,51.24,8.8
-27.4338,-65.61427,0.6682,0.5946,0.9902,0.9661,0.6148,0.7301,84.75,68.41,59.76
18.15287,-77.47121,0.879,0.9319,0.1312,0.9831,0.4525,0.4274,95.16,74.44,66.04
51.43074,21.33536,0.0365,0.1831,0.8036,0.3403,0.3747,0.6047,65.03,82.46,36.2
-12.96306,-72.66472,0.1349,0.4204,0.7732,0.1117,0.8486,0.3081,24.84,13.09,96
51.8001,-114.63532,0.477,0.0435,0.4717,0.78,0.8374,0.3624,39.98,75.46,44.83
-1.25222,31.42028,0.0966,0.5547,0.1993,0.4139,0.5288,0.3368,27.37,26.57,91.03
41.7075,42.84572,0.5734,0.9725,0.1333,0.5537,0.5893,0.4057,43.77,81.02,78.59
5.3986,100.4077,0.4234,0.3562,0.7054,0.7032,0.7736,0.7322,26.57,17.59,14.96
-8.3904,115.1112,0.5298,0.4757,0.9188,0.8646,0.174,0.3343,40.76,11.99,81.2
-2.69795,-59.70172,0.8262,0.1047,0.0589,0.4784,0.2353,0.4403,82.77,84.05,29.55
33.7866,-118.2987,0.5049,0.7541,0.227,0.6848,0.6001,0.9466,27.32,7.82,63.57
18.02061,101.89828,0.1432,0.9691,0.2882,0.9334,0.3883,0.6609,58.83,81.86,27.64
28.80158,120.0883,0.699,0.2979,0.1018,0.0835,0.1905,0.814,27.26,72.75,53.41
-22.11583,-46.68278,0.3078,0.4537,0.4623,0.1761,0.2011,0.5703,13.16,99.04,4.35
47.79425,107.88334,0.0157,0.683,0.0262,0.7428,0.8754,0.1591,64.44,99.77,53.69
40.081,-82.9383,0.5508,0.4521,0.9903,0.7536,0.8426,0.8591,70.27,30.24,75.21
57.7309,56.3783,0.793,0.211,0.7546,0.7088,0.1512,0.2087,27.17,58.39,77.24
45.08936,16.01906,0.8703,0.5526,0.4472,0.2746,0.4801,0.0677,9.53,68.24,50.79
0.75906,73.43296,0.079,0.0089,0.2156,0.7581,0.4008,0.1265,12.16,41.99,53.42
51.49074,95.56081,0.3386,0.3448,0.0872,0.1329,0.5098,0.2805,39.2,25.41,64.53
47.01741,87.68753,0.3225,0.2651,0.3516,0.8695,0.4729,0.0414,53.24,63.43,8.96
22.3852,-80.84792,0.3424,0.7875,0.2348,0.5792,0.2924,0.6762,77.2,50.6,4.26
-9.94889,-78.22528,0.4548,0.6741,0.884,0.4974,0.6513,0.427,8.09,0.98,59.94
27.36611,110.935,0.3459,0.1032,0.8527,0.3189,0.8435,0.9352,16.05,85.84,35.44
-9.85261,-76.63035,0.1362,0.2357,0.2767,0.8986,0.232,0.4788,36.69,27.78,90.25
30.33949,114.39211,0.2688,0.6866,0.292,0.4443,0.483,0.9872,58.16,17.73,43.1
-6.76667,-78.61667,0.4527,0.8909,0.0215,0.7809,0.0383,0.5276,2.52,85.43,10.35
-26.74056,-49.17694,0.1502,0.5828,0.1864,0.6475,0.5608,0.9058,31.97,51.39,84.54
7.87111,126.36417,0.4263,0.4595,0.1304,0.5347,0.2891,0.3208,86.81,24.85,78.08
12.15656,121.99411,0.6531,0.9787,0.2551,0.3896,0.3427,0.6206,4.69,21.13,63.13
33.96083,103.55052,0.7612,0.3311,0.7657,0.6394,0.33,0.2483,89.98,89.44,1.8
53.27504,-6.23594,0.7712,0.0512,0.0977,0.4358,0.7505,0.4193,53.64,12.04,43.86
49.84694,15.65643,0.8107,0.399,0.0326,0.9621,0.8061,0.3362,37.87,30.29,93.1
-14.38333,-70.08333,0.9453,0.3243,0.1025,0.3556,0.7756,0.8889,50.47,67.85,74.93
45.7485,4.8467,0.7035,0.2444,0.249,0.3664,0.2291,0.0808,41.95,82.29,92.39
59.9522,10.9108,0.638,0.3022,0.9742,0.1299,0.5936,0.2121,41.81,46.99,39.47
33.69847,106.41404,0.9592,0.8867,0.0836,0.2535,0.369,0.4584,65.88,71.91,23.19
50.13192,15.3932,0.667,0.3387,0.3451,0.4012,0.6661,0.8724,45.61,63.75,42.81
42.05,24.55,0.0874,0.1805,0.8672,0.9149,0.0469,0.7298,40.4,74.74,90.84
47.89333,28.30139,0.3662,0.5821,0.4581,0.0242,0.3558,0.9988,59.43,0.31,55.42
-28.872,27.87506,0.8284,0.9715,0.5379,0.0594,0.4808,0.8491,11.05,93.78,60.43
-22.72306,-44.13556,0.8702,0.1407,0.5788,0.1805,0.909,0.3344,78.66,73.19,19.64
52.38988,20.19081,0.3639,0.0946,0.6156,0.7164,0.205,0.3691,31.2,24.79,23.46
22.20056,113.54611,0.0705,0.323,0.0122,0.9536,0.53,0.1899,20.94,3.46,76.45
13.53611,-87.4875,0.4529,0.4765,0.4526,0.9855,0.521,0.9026,92.93,39.76,75.85
-6.9769,114.0854,0.883,0.6027,0.9083,0.1157,0.0529,0.0539,32.14,88.84,24.33
40.4444,49.80566,0.5946,0.0423,0.9409,0.301,0.9133,0.8777,23.53,14.61,24.81
45.61678,-73.83249,0.7207,0.7953,0.7707,0.6908,0.0448,0.9188,62.4,5.37,73.3
-6.8958,113.2806,0.602,0.717,0.6845,0.4421,0.5249,0.5357,55.62,11.69,65.6
-8.1449,112.3086,0.1456,0.3076,0.2018,0.6394,0.0945,0.7542,37.96,97.4,18.37
35.52036,105.72301,0.3968,0.4832,0.8923,0.4657,0.0311,0.573,7.5,9.68,10.17
54.32458,20.2248,0.2144,0.5736,0.8368,0.9151,0.817,0.8711,60.61,78.82,98.03
27.45271,115.25974,0.073,0.8019,0.9296,0.6993,0.9164,0.4371,82.22,91.27,69.2
35.9125,14.50194,0.2722,0.23,0.1018,0.8561,0.1588,0.0288,26.67,57.21,93.37
13.2719,123.4623,0.3514,0.79,0.2746,0.685,0.1484,0.6721,20.75,60.27,57.19
38.78333,21.11667,0.9394,0.8808,0.8531,0.6851,0.6091,0.8944,63.13,75.15,38.57
-8.6376,121.4704,0.9035,0.7689,0.2935,0.18,0.9691,0.3263,54.08,53.56,72.19
50.12091,19.92156,0.6776,0.1617,0.3278,0.3015,0.9002,0.4982,39.24,3.69,61.86
10.4154,123.0214,0.5273,0.887,0.9678,0.666,0.545,0.0669,68.87,37.35,83.27
-17.71667,16.21667,0.2856,0.2196,0.6692,0.8068,0.1247,0.6156,7.97,59.84,62.53
42.10667,21.10889,0.6022,0.0604,0.0095,0.4161,0.8082,0.0079,20.1,45.07,9.82
29.68403,106.61486,0.8821,0.3035,0.3153,0.4133,0.783,0.2566,47.6,27.78,73.53
15.23374,-61.35881,0.895,0.1112,0.0789,0.886,0.4578,0.1023,52.58,34.93,78.37
5.53606,95.2284,0.8928,0.9842,0.2513,0.4027,0.4109,0.1888,27.13,8.49,69.95
51.78804,123.59227,0.8705,0.6072,0.8699,0.4986,0.3545,0.4433,40.03,29,58.44
49.52688,19.67342,0.6863,0.0713,0.9499,0.6168,0.459,0.5776,56.93,95.8,38.71
5.88737,10.01176,0.885,0.5516,0.3223,0.1471,0.7107,0.3842,70.29,69.9,36.32
-19.86028,-44.60833,0.9905,0.8983,0.7958,0.3616,0.6622,0.1681,6.06,95.93,50.41
39.73178,112.03088,0.1468,0.6556,0.4706,0.1006,0.1616,0.8387,55.1,44.47,80.8
-7.83417,-34.90639,0.8307,0.925,0.2761,0.8043,0.1597,0.6296,66.74,66.49,99.78
24.01721,114.98319,0.0655,0.7477,0.0665,0.7003,0.44,0.3359,92.76,58.74,53.85
50.62295,19.27508,0.869,0.9454,0.1696,0.8913,0.9752,0.1589,52.31,98.04,2.43
-7.1529,108.2084,0.1125,0.8317,0.5453,0.4318,0.4715,0.4202,53.79,85.92,42.11
-8.2261,113.1323,0.2626,0.428,0.7481,0.9392,0.1968,0.1781,88.83,68.71,32.03
-1.79008,-79.28759,0.1099,0.923,0.9351,0.6385,0.7687,0.29,27.09,4.84,6.16
-11.13333,-77.1946,0.1038,0.5086,0.1915,0.8673,0.0291,0.4042,91.29,76.16,92.47
37.68333,138.88333,0.8703,0.8641,0.7595,0.5481,0.659,0.2296,37.46,32.25,51.44
-7.0856,108.7124,0.42,0.8748,0.243,0.9835,0.2908,0.5106,73.39,90.08,0.12
37.85944,126.785,0.4223,0.2184,0.137,0.7721,0.7374,0.1419,97.23,49.6,83.1
24.18252,102.73886,0.4778,0.7544,0.6541,0.2332,0.9535,0.4299,51.72,44.06,92.24
-6.4375,-78.34972,0.4294,0.4347,0.3262,0.8953,0.5574,0.5735,40.12,95.1,5.78
36.23472,128.57278,0.5238,0.867,0.5269,0.3231,0.671,0.1077,60.28,58.07,44.8
40.78276,43.80583,0.6415,0.8468,0.5128,0.3828,0.4994,0.7017,82.27,80.28,98.63
37.5242,-77.4932,0.5623,0.0135,0.1214,0.7749,0.5515,0.5717,94.73,64.07,7.7
41.4667,-8.35,0.1059,0.8144,0.1747,0.7744,0.5318,0.63,42.4,78.19,33.79
36.7631,45.7222,0.357,0.6532,0.2775,0.0824,0.6575,0.3487,5.46,6.79,29.05
50.13332,-101.66766,0.3801,0.5536,0.7283,0.0734,0.985,0.5057,70.59,45.4,65.4
42.02913,20.99266,0.0901,0.0407,0.1801,0.9425,0.9016,0.825,68.59,65.39,45.58
13.07534,6.51046,0.0164,0.3839,0.9067,0.5997,0.8565,0.816,10.5,67.24,44.89
48.8642,2.4432,0.8615,0.2199,0.5712,0.2515,0.5412,0.8824,68.62,38.8,90.66
41.3143,-8.4714,0.1774,0.5553,0.9195,0.5138,0.5967,0.3922,76.86,0.71,24.43
-6.1349,12.36894,0.3617,0.3831,0.9965,0.7015,0.22,0.4741,19.84,36.15,87.22
39.07472,117.30056,0.3504,0.3765,0.9897,0.3555,0.7134,0.9759,72.57,2.24,83.85
-13.63,-72.23333,0.8535,0.0025,0.2032,0.4303,0.5786,0.6144,50.81,73.95,44.37
11.2741,106.35879,0.1572,0.2215,0.8276,0.0226,0.7013,0.1984,9.46,31.48,82.75
30.77474,114.81544,0.0169,0.1201,0.9606,0.8836,0.3937,0.5815,17.94,97.04,41.47
15.48333,-90.26667,0.5312,0.2411,0.1557,0.2955,0.5168,0.2228,61.77,24.22,55.57
48.1203,11.5733,0.9141,0.6494,0.5478,0.1622,0.1586,0.5566,49.42,49.52,16.02
-11.82167,43.27806,0.498,0.0516,0.9858,0.8926,0.5907,0.9107,65.71,38.74,43.13
37.47355,70.61617,0.3405,0.3236,0.3479,0.255,0.0137,0.321,26.03,46.09,93.11
36.72734,53.80888,0.466,0.9634,0.9945,0.7269,0.6386,0.2743,81.31,32.65,80.52
68.1432,33.25287,0.1669,0.1245,0.3942,0.2474,0.0388,0.0899,46.06,45.6,70.28
10.77028,122.53389,0.8525,0.8624,0.3587,0.4817,0.5461,0.6565,16.73,7.82,13.51
34.06186,71.99166,0.1998,0.3121,0.0293,0.3987,0.0442,0.5656,73.74,21.78,1.87
40.68785,22.84582,0.7572,0.8756,0.3945,0.9664,0.8287,0.946,5.28,28.47,61.1
37.49583,121.25806,0.4628,0.299,0.4619,0.6651,0.4654,0.4654,36.68,55.73,38.23
57.7916,13.4142,0.2759,0.8565,0.2346,0.7253,0.9129,0.7664,87.7,64.22,57.53
-8.6193,116.3645,0.1272,0.346,0.923,0.6764,0.0476,0.5622,25.01,83.13,86.05
21.26497,109.78089,0.7869,0.9353,0.7245,0.916,0.5777,0.1395,74.67,12.07,88.26
39.0964,-8.7182,0.622,0.2575,0.6636,0.9117,0.0206,0.3392,11.93,43.17,24.7
39.76944,21.18222,0.1947,0.3283,0.5404,0.1181,0.7735,0.9387,44.58,60.2,59.86
-7.8,-78.06667,0.2954,0.8981,0.0407,0.6747,0.709,0.2334,27.22,50.16,76.39
49.10986,28.17459,0.661,0.484,0.514,0.0761,0.5724,0.2624,56.33,83.25,89.18
14.42222,-90.24417,0.1,0.6958,0.5468,0.9439,0.3697,0.1056,25.59,24.6,64.94
45.15816,33.27866,0.352,0.3931,0.4094,0.8371,0.4009,0.7176,60.08,38.86,60.08
31.91112,35.26661,0.4496,0.7241,0.1231,0.7998,0.0564,0.7333,97.26,18.77,47.49
58.5942,16.1826,0.8544,0.954,0.9175,0.7548,0.6543,0.678,17.9,0.25,99.03
4.3105,95.958,0.7576,0.2344,0.7803,0.1436,0.2084,0.4938,24.81,70.37,96.37
-19.83333,46.85,0.315,0.1405,0.9269,0.3261,0.2688,0.9495,80.79,28.83,63.47
44.88155,19.76374,0.7856,0.5867,0.8489,0.8446,0.9643,0.0553,3.16,92.83,16.7
40.7043,22.54112,0.1786,0.8891,0.8391,0.1356,0.0622,0.1631,42.79,78.48,98.34
-8.013,112.7696,0.8024,0.8754,0.782,0.8661,0.8915,0.1466,13.89,58.61,68.42
13.82583,-87.46528,0.8108,0.2385,0.1845,0.0777,0.1272,0.0777,84.07,7.73,94.33
10.65993,107.77206,0.0973,0.5884,0.1007,0.1273,0.0525,0.3222,60.51,1.47,24.15
45.4333,4.4,0.3049,0.5058,0.3134,0.088,0.2601,0.0322,18.1,30.77,48.92
42.22764,43.96861,0.3621,0.0341,0.1534,0.6576,0.3491,0.7067,56.08,75.42,70.67
49.05,3.95,0.7829,0.2086,0.2894,0.3693,0.6557,0.1492,73.51,11.06,53.8
55.6794,12.5346,0.2106,0.3132,0.3691,0.2803,0.3058,0.0042,37.69,99.04,88.46
-6.7969,111.978,0.7875,0.5502,0.5224,0.1107,0.3853,0.6734,44.31,44.4,22.88
52.26874,15.6817,0.6863,0.423,0.132,0.3561,0.8459,0.386,91.15,96.96,25.87
35.00096,105.75887,0.4508,0.1487,0.8266,0.3078,0.8788,0.6313,54.9,40.77,35.1
-7.9171,114.1447,0.1337,0.8707,0.5822,0.6641,0.2988,0.5821,21.2,34.06,19.98
46.65167,16.20417,0.8936,0.2523,0.438,0.3904,0.2692,0.0828,7.26,18.58,43.21
27.95472,109.56798,0.1842,0.5458,0.4219,0.3665,0.8614,0.7504,85.17,12.96,64.25
12.24507,109.19432,0.5397,0.6608,0.3456,0.4865,0.9788,0.9136,46.59,34.91,87.41
48.85229,106.45786,0.582,0.4686,0.2439,0.8372,0.5219,0.6694,5.48,52.63,18.21
48.9002,2.3095,0.4784,0.507,0.476,0.1219,0.521,0.404,51.78,18.25,76.05
17.18561,-25.07243,0.3622,0.4926,0.7467,0.6969,0.7592,0.9374,16.72,61.84,11.45
7.34219,100.31747,0.2036,0.1464,0.1498,0.5552,0.8718,0.847,78.87,30.74,25.56
46.80326,-71.17793,0.4301,0.8892,0.3373,0.2891,0.0126,0.8625,55.83,12.8,83.81
-26.93139,-48.95889,0.1313,0.8792,0.699,0.999,0.3151,0.6208,44.25,22.67,5.51
7.41537,-65.18961,0.2164,0.8412,0.7866,0.62,0.0993,0.0549,39.29,60.45,39.21
36.875,27.20417,0.8266,0.6217,0.4417,0.7504,0.3886,0.0575,25.49,8.75,55.76
-28.4825,-48.78083,0.8821,0.8181,0.2305,0.4362,0.4355,0.8927,16.32,89.98,57.63
10.49194,-75.12917,0.9896,0.8508,0.6368,0.9782,0.6887,0.3312,1.87,80.61,39.03
45.84756,47.56635,0.5532,0.2002,0.8623,0.723,0.4348,0.3673,8.04,9.7,22.64
6.96321,-75.41738,0.9371,0.2383,0.4332,0.3408,0.5591,0.6098,91.43,95.36,28.78
15.11,36.6575,0.6129,0.4358,0.4023,0.6421,0.3327,0.4313,58.97,99.25,51.91
55.48333,86.2,0.0035,0.245,0.7108,0.97,0.0923,0.6696,61.63,34.11,86.77
29.28339,108.089,0.9157,0.5456,0.4355,0.3751,0.471,0.6567,99.84,36.39,3.8
43.56417,43.21056,0.2198,0.5228,0.6395,0.8852,0.1139,0.2225,99.54,26.89,3.58
-7.2845,108.2327,0.6312,0.9616,0.4765,0.7954,0.0543,0.7901,44.23,38.07,53.92
3.61023,115.69993,0.0391,0.561,0.9216,0.4154,0.8998,0.0645,59.24,96.53,32.95
26.13685,103.57336,0.5242,0.1978,0.7015,0.5551,0.7711,0.7921,95.45,98.69,58.65
-7.49531,107.4839,0.6322,0.3987,0.9906,0.2671,0.5007,0.9811,35.81,24.63,75.09
27.22583,119.46722,0.7944,0.9938,0.8898,0.022,0.0115,0.6272,42.61,28.24,86.51
15.04176,120.79443,0.9823,0.17,0.6903,0.8489,0.4156,0.4364,8.61,57.05,65.42
23.48773,116.66437,0.8594,0.585,0.1302,0.5915,0.4337,0.5817,48.79,27.75,12.18
8.91667,38.61667,0.215,0.9991,0.238,0.3311,0.4875,0.2003,41.46,3.28,26.47
0.48829,42.78535,0.9125,0.0131,0.5449,0.7546,0.8456,0.6515,77.14,25.39,18.66
47.5833,1.3333,0.543,0.6322,0.9872,0.7587,0.4753,0.8056,4.91,21.11,13.67
32.58889,119.34778,0.3962,0.014,0.1201,0.774,0.7381,0.4684,33.97,72.75,91.54
8.88479,-75.79052,0.9012,0.2831,0.7234,0.0381,0.3161,0.5563,1.46,75.03,57.98
-7.4604,107.5764,0.7752,0.7184,0.9633,0.3972,0.7152,0.5523,48.94,28.66,63.51
29.17092,113.95756,0.6426,0.0761,0.7075,0.5391,0.4624,0.6997,13.62,94.12,97.41
30.65554,113.39056,0.9375,0.2553,0.437,0.0529,0.5588,0.5427,14.43,74.64,35.9
14.18648,122.46923,0.0297,0.7475,0.6079,0.3872,0.263,0.4479,57.45,75.84,64.19
48.15881,126.20846,0.2718,0.4904,0.6528,0.4637,0.5556,0.8925,59.55,35.26,49.85
52.9855,22.24319,0.5858,0.48,0.0497,0.7532,0.4843,0.8503,37.33,99.71,67.08
50.03332,-113.58524,0.773,0.5957,0.7862,0.4868,0.2837,0.3602,31.78,28.56,79.63
23.40786,58.1283,0.4956,0.7476,0.0944,0.2757,0.6994,0.2312,36.31,82.5,6.01
49.88005,36.73723,0.6854,0.0136,0.2582,0.8316,0.6291,0.6955,24.77,75.17,0.92
-32.10002,-63.03088,0.0841,0.4973,0.1626,0.8656,0.1183,0.9383,53.42,86.62,60.42
32.20427,35.13077,0.0862,0.8946,0.1201,0.3571,0.738,0.4784,26.01,17.71,27.15
-29.46694,-51.96139,0.8553,0.7075,0.7985,0.816,0.8805,0.9009,68.09,22.68,54.33
57.67052,63.071,0.2378,0.7669,0.6787,0.7108,0.9796,0.1611,30.41,4.89,34.77
31.03735,114.53563,0.8818,0.1445,0.7279,0.8084,0.8585,0.245,9.29,64.7,65.58
-8.2072,114.3563,0.9581,0.4709,0.075,0.3424,0.8647,0.185,49.91,36.47,20.12
21.42994,110.93943,0.9705,0.1147,0.9049,0.0265,0.2207,0.8042,66.73,22.46,92.69
41.10833,21.37861,0.2536,0.552,0.5492,0.1633,0.0356,0.26,1.76,96.45,25.73
40.08238,49.41205,0.3805,0.3188,0.5878,0.9525,0.5465,0.3021,79.46,67.31,3.19
-25.97972,-52.56778,0.7385,0.9933,0.7072,0.3149,0.5244,0.9105,36,32.91,81.66
55.9077,53.9355,0.4994,0.3207,0.465,0.9367,0.0302,0.211,24.73,89.28,27.64
44.6333,41.9444,0.6541,0.2604,0.4009,0.5998,0.629,0.8041,47.84,75.27,8.6
47.2173,-1.5534,0.2061,0.6468,0.0667,0.4579,0.2067,0.0552,19.04,76.46,8.49
-7.7958,114.1276,0.4741,0.3463,0.1113,0.9121,0.5236,0.7068,6.34,97.4,69.27
61.67642,50.80994,0.0887,0.2327,0.1779,0.9427,0.3845,0.4975,84.74,23.11,43.57
50.38226,24.00642,0.5451,0.8987,0.1454,0.9235,0.4348,0.5421,63.54,64.17,30.12
32.06169,120.38363,0.3512,0.075,0.2718,0.2128,0.7885,0.4022,82.1,87.83,27.96
12.4841,123.3827,0.6641,0.5707,0.9281,0.5431,0.4958,0.1504,22.49,20.52,90.09
27.1267,-101.6164,0.9571,0.7956,0.2693,0.2293,0.0789,0.2919,28.22,39.6,29.16
29.91525,115.41432,0.5789,0.0052,0.9147,0.9073,0.634,0.89,96.8,65.11,42.39
19.69312,-73.33296,0.8851,0.29,0.5189,0.3655,0.2536,0.4635,52.98,90.42,1.3
31.41328,89.75582,0.079,0.4407,0.7024,0.7018,0.9533,0.3495,85.83,95.97,96.81
32.45866,120.69016,0.4631,0.3564,0.191,0.4926,0.5803,0.5237,43.96,24.52,97.08
